name,category,instructions,glass,alcohol,Ingrediants
Sweet Sangria,Punch / Party Drink,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Pitcher,Alcoholic,"{'Ingrediant 1': '2 bottles Red wine', 'Ingrediant 2': ' 1 cup  Sugar', 'Ingrediant 3': ' 2 cups hot  Water', 'Ingrediant 4': ' 1 cup Apple', 'Ingrediant 5': '  wedges  Orange', 'Ingrediant 6': '  wedges  Lime', 'Ingrediant 7': ' Lemon', 'Ingrediant 8': ' Fresca'}"
San Francisco,Ordinary Drink,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Highball glass,Alcoholic,"{'Ingrediant 1': '2 cl Vodka', 'Ingrediant 2': ' 2 cl  Creme de Banane', 'Ingrediant 3': ' Grenadine', 'Ingrediant 4': ' Orange juice'}"
Space Odyssey,Ordinary Drink,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,Highball glass,Alcoholic,"{'Ingrediant 1': '1 shot Bacardi 151 proof rum', 'Ingrediant 2': ' 1 shot  Malibu rum', 'Ingrediant 3': ' 1 shot  Pineapple juice', 'Ingrediant 4': ' Orange juice', 'Ingrediant 5': ' Grenadine', 'Ingrediant 6': ' Cherries'}"
Thriller,Ordinary Drink,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Scotch', 'Ingrediant 2': ' 1 oz Green Ginger  Wine', 'Ingrediant 3': ' 1 oz  Orange juice'}"
Tia-Maria,Homemade Liqueur,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Collins Glass,Alcoholic,"{'Ingrediant 1': '1 cup Water', 'Ingrediant 2': ' 3/4-1 cup  Brown sugar', 'Ingrediant 3': ' 4 tsp  Coffee', 'Ingrediant 4': ' 1 cup  Rum', 'Ingrediant 5': ' 4 tsp  Vanilla extract'}"
Tipperary,Cocktail,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Nick and Nora Glass,Alcoholic,"{'Ingrediant 1': '2 ozIrish Whiskey', 'Ingrediant 2': ' 1 oz Sweet Vermouth', 'Ingrediant 3': ' 1/2 oz Green Chartreuse'}"
The Galah,Cocktail,Mix together the alcoholic portions and top with Pineapple and Lime juice.,Collins glass,Alcoholic,"{'Ingrediant 1': '1 shotDark Rum', 'Ingrediant 2': ' 1 shot Campari', 'Ingrediant 3': ' 1/2 shot Creme De Banane', 'Ingrediant 4': ' Top Pineapple Juice', 'Ingrediant 5': ' Top Lime Juice'}"
Turkeyball,Shot,Shake with ice and strain into a shot glass.,Shot glass,Alcoholic,"{'Ingrediant 1': '1 oz Wild Turkey', 'Ingrediant 2': ' 3/4 oz  Amaretto', 'Ingrediant 3': ' 1 splash  Pineapple juice'}"
Tom Collins,Ordinary Drink,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Collins glass,Alcoholic,"{'Ingrediant 1': '2 oz Gin', 'Ingrediant 2': ' 1 oz  Lemon juice', 'Ingrediant 3': ' 1 tsp superfine  Sugar', 'Ingrediant 4': ' 3 oz  Club soda', 'Ingrediant 5': ' 1  Maraschino cherry', 'Ingrediant 6': ' 1  Orange'}"
Tomato Tang,Other/Unknown,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Highball glass,Non alcoholic,"{'Ingrediant 1': '2 cups Tomato juice', 'Ingrediant 2': ' 1-2 tblsp  Lemon juice', 'Ingrediant 3': ' 1 dash  Celery salt'}"
Thai Coffee,Coffee / Tea,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Highball glass,Non alcoholic,"{'Ingrediant 1': '6 tblsp groundCoffee', 'Ingrediant 2': ' 1/4 tsp  Coriander', 'Ingrediant 3': ' 4-5 whole green  Cardamom', 'Ingrediant 4': ' Sugar', 'Ingrediant 5': ' Whipping cream', 'Ingrediant 6': ' Ice'}"
Texas Sling,Milk / Float / Shake,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Wine Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Kahlua', 'Ingrediant 2': ' 1/2 oz  Irish cream', 'Ingrediant 3': ' 1/2 oz  Amaretto', 'Ingrediant 4': ' 1/2 oz Bacardi  151 proof rum', 'Ingrediant 5': ' 1 oz  Cream'}"
Tequila Fizz,Ordinary Drink,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Collins glass,Alcoholic,"{'Ingrediant 1': '2 oz Tequila', 'Ingrediant 2': ' 1 tblsp  Lemon juice', 'Ingrediant 3': ' 3/4 oz  Grenadine', 'Ingrediant 4': ' 1  Egg white', 'Ingrediant 5': ' Ginger ale'}"
Tequila Sour,Ordinary Drink,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '2 oz Tequila', 'Ingrediant 2': ' Juice of 1/2  Lemon', 'Ingrediant 3': ' 1 tsp  Powdered sugar', 'Ingrediant 4': ' 1/2 slice  Lemon', 'Ingrediant 5': ' 1  Cherry'}"
Talos Coffee,Coffee / Tea,Add your GM and then add your coffee.,Brandy snifter,Alcoholic,"{'Ingrediant 1': '3 parts Grand Marnier', 'Ingrediant 2': ' 1 part  Coffee'}"
Tennesee Mud,Coffee / Tea,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee Mug,Alcoholic,"{'Ingrediant 1': '8 oz Coffee', 'Ingrediant 2': ' 4 oz  Jack Daniels', 'Ingrediant 3': ' 4 oz  Amaretto', 'Ingrediant 4': ' Whipped cream'}"
Turf Cocktail,Ordinary Drink,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 oz Dry Vermouth', 'Ingrediant 2': ' 1 oz  Gin', 'Ingrediant 3': ' 1/4 tsp  Anis', 'Ingrediant 4': ' 2 dashes  Bitters', 'Ingrediant 5': ' Twist of  Orange peel'}"
Thai Iced Tea,Coffee / Tea,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Highball glass,Non alcoholic,"{'Ingrediant 1': '1/4 cup Thai Tea', 'Ingrediant 2': ' 1/2 cup boiling  Water', 'Ingrediant 3': ' 2 tsp sweetened  Condensed milk', 'Ingrediant 4': ' cubes Ice', 'Ingrediant 5': ' garnish Mint'}"
The Last Word,Cocktail,Shake with ice and strain into a cocktail glass.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 ozGreen Chartreuse', 'Ingrediant 2': ' 1 oz Maraschino Liqueur', 'Ingrediant 3': ' 1 oz Lime Juice'}"
The Laverstoke,Cocktail,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix. 2) Fully fill the glass with cubed ice and stir to chill. 3) Top with Fever-Tree Ginger Ale and gently stir again to combine. 4) Garnish with a snapped ginger slice and an awoken mint sprig.",Balloon Glass,Alcoholic,"{'Ingrediant 1': '50 mlGin', 'Ingrediant 2': ' 15 ml Elderflower cordial', 'Ingrediant 3': ' 15 ml Rosso Vermouth', 'Ingrediant 4': ' 75 ml Tonic Water', 'Ingrediant 5': ' 2 Wedges Lime', 'Ingrediant 6': ' 1 Slice Ginger', 'Ingrediant 7': ' 1 Large Sprig Mint'}"
Tuxedo Cocktail,Ordinary Drink,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dry Vermouth', 'Ingrediant 2': ' 1 1/2 oz  Gin', 'Ingrediant 3': ' 1/4 tsp  Maraschino liqueur', 'Ingrediant 4': ' 1/4 tsp  Anis', 'Ingrediant 5': ' 2 dashes  Orange bitters', 'Ingrediant 6': ' 1  Cherry'}"
Tequila Sunrise,Cocktail,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Highball glass,Alcoholic,"{'Ingrediant 1': '2 measures Tequila', 'Ingrediant 2': ' Orange juice', 'Ingrediant 3': ' Grenadine'}"
Tequila Slammer,Shot,Mix carefully to avoid releasing the dissolved CO2.,Hurricane glass,Alcoholic,"{'Ingrediant 1': '1 shotTequila', 'Ingrediant 2': ' 1 part 7-up'}"
The Philosopher,Cocktail,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Margarita glass,Alcoholic,"{'Ingrediant 1': '1 shotGin', 'Ingrediant 2': ' 1 shot Melon Liqueur', 'Ingrediant 3': ' 1 dash Orange Bitters', 'Ingrediant 4': ' 1 dash Lemon Juice', 'Ingrediant 5': ' Top Prosecco'}"
Thai Iced Coffee,Coffee / Tea,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Highball glass,Non alcoholic,"{'Ingrediant 1': 'blackCoffee', 'Ingrediant 2': ' Sugar', 'Ingrediant 3': ' Cream', 'Ingrediant 4': ' Cardamom'}"
Tequila Surprise,Shot,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Shot glass,Alcoholic,"{'Ingrediant 1': 'full glass Tequila', 'Ingrediant 2': ' About 8 drops  Tabasco sauce'}"
The Jimmy Conway,Cocktail,Fill glass with ice Pour in The Irishman and Disaronno Fill to the top with Cranberry Juice Garnish with a slice of lemon…Enjoy!,Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '50 mlIrish Whiskey', 'Ingrediant 2': ' 50 ml Amaretto', 'Ingrediant 3': ' 4 oz Cranberry Juice'}"
Texas Rattlesnake,Shot,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Highball glass,Alcoholic,"{'Ingrediant 1': '1 part Yukon Jack', 'Ingrediant 2': ' 1/2 part  Cherry brandy', 'Ingrediant 3': ' 1 part  Southern Comfort', 'Ingrediant 4': ' 1 splash  Sweet and sour'}"
Victor,Ordinary Drink,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 1/2 oz  Brandy'}"
Vesper,Cocktail,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '6 clGin', 'Ingrediant 2': ' 1.5 cl Vodka', 'Ingrediant 3': ' 0.75 cl Lillet Blanc'}"
Vesuvio,Ordinary Drink,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 oz Light rum', 'Ingrediant 2': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' Juice of 1/2  Lemon', 'Ingrediant 4': ' 1 tsp  Powdered sugar', 'Ingrediant 5': ' 1  Egg white'}"
Veteran,Ordinary Drink,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '2 oz Dark rum', 'Ingrediant 2': ' 1/2 oz  Cherry brandy'}"
Vampiro,Ordinary Drink,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Old-Fashioned glass,Alcoholic,"{'Ingrediant 1': '6 clTequila', 'Ingrediant 2': ' 3 cl Tomato Juice', 'Ingrediant 3': ' 3 cl Orange Juice', 'Ingrediant 4': ' 1.5 cl Lime Juice', 'Ingrediant 5': ' 1 dash Sugar Syrup', 'Ingrediant 6': ' 1 pinch Salt'}"
Van Vleet,Ordinary Drink,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '3 oz Light rum', 'Ingrediant 2': ' 1 oz  Maple syrup', 'Ingrediant 3': ' 1 oz  Lemon juice'}"
Vodka Fizz,Other/Unknown,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",White wine glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 2 oz  Half-and-half', 'Ingrediant 3': ' 2 oz  Limeade', 'Ingrediant 4': ' Ice', 'Ingrediant 5': ' Nutmeg'}"
Vodka Slime,Cocktail,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",Highball glass,Alcoholic,"{'Ingrediant 1': '1 cupSprite', 'Ingrediant 2': ' 1/2 shot Lime Juice', 'Ingrediant 3': ' 1 1/2 shot Vodka'}"
Vodka Lemon,Cocktail,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",Highball glass,Alcoholic,"{'Ingrediant 1': '5 clVodka', 'Ingrediant 2': ' 7 cl Lemon Juice', 'Ingrediant 3': ' 1 Slice Lemon Peel', 'Ingrediant 4': ' cubes Ice'}"
Vodka Tonic,Cocktail,"Wash and cut 1 wedge and 1 slice of lime or lemon. Fill a tumbler with fresh ice. Pour the desired dose of vodka and top up with the tonic. Squeeze the lime wedge into the glass and decorate with the slice. That's all, very simple: it's just the recipe for happiness!",Highball glass,Alcoholic,"{'Ingrediant 1': '4 clVodka', 'Ingrediant 2': ' 10 cl Tonic Water', 'Ingrediant 3': ' 1 Slice Lemon Peel'}"
Vodka Martini,Ordinary Drink,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 3/4 oz  Dry Vermouth', 'Ingrediant 3': ' 1  Olive'}"
Vodka Russian,Ordinary Drink,Mix it as a ordinary drink .,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' Schweppes Russchian'}"
Vermouth Cassis,Ordinary Drink,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Highball glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dry Vermouth', 'Ingrediant 2': ' 3/4 oz  Creme de Cassis', 'Ingrediant 3': ' Carbonated water'}"
Victory Collins,Ordinary Drink,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Collins glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 3 oz  Lemon juice', 'Ingrediant 3': ' 3 oz unsweetened  Grape juice', 'Ingrediant 4': ' 1 tsp  Powdered sugar', 'Ingrediant 5': ' 1 slice  Orange'}"
Vodka And Tonic,Ordinary Drink,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Highball glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' Tonic water'}"
Valencia Cocktail,Ordinary Drink,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Apricot brandy', 'Ingrediant 2': ' 1 tblsp  Orange juice', 'Ingrediant 3': ' 2 dashes  Orange bitters'}"
Whisky Mac,Ordinary Drink,Pour both of the ingredients into a wine goblet with no ice.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Scotch', 'Ingrediant 2': ' 1 oz Green Ginger  Wine'}"
Wine Punch,Punch / Party Drink,Combine all of the ingredients and pour over a block of ice.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 bottle Red wine', 'Ingrediant 2': ' 2  Lemon', 'Ingrediant 3': ' 1 cup  Orange juice', 'Ingrediant 4': ' 3  Orange', 'Ingrediant 5': ' 1 cup  Pineapple juice'}"
White Lady,Ordinary Drink,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '4clGin', 'Ingrediant 2': ' 3cl Triple Sec', 'Ingrediant 3': ' 2cl Lemon Juice'}"
Wine Cooler,Punch / Party Drink,Mix wine and soft drink. Pour into glass. Add ice.,Collins Glass,Optional alcohol,"{'Ingrediant 1': '2 oz white or Red wine', 'Ingrediant 2': ' 5 oz  Lemon-lime soda', 'Ingrediant 3': ' cubes Ice'}"
Winter Rita,Beer,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",Highball Glass,Alcoholic,"{'Ingrediant 1': '1 2/3 ozTequila', 'Ingrediant 2': ' 1/4 oz Campari', 'Ingrediant 3': ' 3/4 oz Lime Juice', 'Ingrediant 4': ' 1/2 oz Orange Juice', 'Ingrediant 5': ' 1/2 oz Rosemary Syrup', 'Ingrediant 6': ' Dash Salt'}"
Whiskey Sour,Ordinary Drink,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '2 oz Blended whiskey', 'Ingrediant 2': ' Juice of 1/2  Lemon', 'Ingrediant 3': ' 1/2 tsp  Powdered sugar', 'Ingrediant 4': ' 1  Cherry', 'Ingrediant 5': ' 1/2 slice  Lemon'}"
White Russian,Ordinary Drink,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 1 oz  Coffee liqueur', 'Ingrediant 3': ' Light cream'}"
Winter Paloma,Cocktail,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,Highball glass,Alcoholic,"{'Ingrediant 1': '2 shotsTequila', 'Ingrediant 2': ' Top Grapefruit Juice', 'Ingrediant 3': ' Juice of 1 Lime Juice', 'Ingrediant 4': ' 1 tsp Agave Syrup', 'Ingrediant 5': ' Dash Pepper'}"
Whitecap Margarita,Other/Unknown,Place all ingredients in a blender and blend until smooth. This makes one drink.,Margarita/Coupette glass,Alcoholic,"{'Ingrediant 1': '1 cup Ice', 'Ingrediant 2': ' 2 oz  Tequila', 'Ingrediant 3': ' 1/4 cup  Cream of coconut', 'Ingrediant 4': ' 3 tblsp fresh  Lime juice'}"
White Wine Sangria,Punch / Party Drink,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",Pitcher,Alcoholic,"{'Ingrediant 1': '1Lime', 'Ingrediant 2': ' 1 lemon', 'Ingrediant 3': ' 750 ml White Wine', 'Ingrediant 4': ' 1 cup Strawberries', 'Ingrediant 5': ' 1 cup Apple', 'Ingrediant 6': ' 3 shots Apple Brandy', 'Ingrediant 7': ' Top Soda Water'}"
Waikiki Beachcomber,Ordinary Drink,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Triple sec', 'Ingrediant 2': ' 3/4 oz  Gin', 'Ingrediant 3': ' 1 tblsp  Pineapple juice'}"
Yellow Bird,Cocktail,Shake and strain into a chilled cocktail glass,Cocktail glass,Alcoholic,"{'Ingrediant 1': '3 clWhite Rum', 'Ingrediant 2': ' 1.5 cl Galliano', 'Ingrediant 3': ' 1.5 cl Triple Sec', 'Ingrediant 4': ' 1.5 cl Lime Juice'}"
Yoghurt Cooler,Other/Unknown,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Highball Glass,Non alcoholic,"{'Ingrediant 1': '1 cup Yoghurt', 'Ingrediant 2': ' 1 cup  Fruit', 'Ingrediant 3': ' Ice'}"
